uid	streams-0-r_frame_rate	format-duration	format-tags-creation_time	streams-1-nb_frames	format-start_time	streams-1-duration	streams-0-nb_frames	streams-0-tags-creation_time	streams-0-duration	streams-1-tags-creation_time	streams-1-duration_ts	streams-0-codec_time_base	streams-1-bit_rate	format-size	format-bit_rate	streams-1-start_pts	streams-0-avg_frame_rate	streams-0-duration_ts	streams-1-start_time	streams-0-bit_rate	tag
10003969	24	15861678	800	685	-4535	15808254	381	800	15861667	800	697144	48	62642	1368437	690185	-200	24	9517	-4535	624040	good
10003994	90000	16597000	1050	765	0	16576708	231	1050	16597378	1050	795682	28	252098	2078813	1002018	0	14	1493764	0	746680	bad
10004006	60	17024000	122	798	0	17024000	340	122	17032122	122	817152	40	96000	1809811	850475	0	20	1532891	0	749033	good
10004015	25	17955011	1347	776	-17211	17908571	449	1347	17955000	1347	789768	50	83046	1552128	691563	-759	25	10773	-17211	604820	good
10004022	29	13205000	1351	619	0	13205333	188	1351	13210356	1351	633856	28	128000	1450432	878716	0	14	1188932	0	743610	good
10004046	24	12865011	436	557	-11179	12806236	309	436	12865000	436	564755	48	63409	1095140	681003	-493	24	7719	-11179	613752	good
10004074	15	12352000	1358	579	0	12352000	185	1358	12374233	1358	592896	30	256042	988456	640191	0	15	1113681	0	379774	good
10004098	25	12396667	120	536	-22336	12307460	310	120	12396667	120	542759	50	86902	1102486	711472	-985	25	7438	-22336	620530	good
10004100	14	14165000	142	664	0	14165333	208	142	14187078	142	679936	29	128169	1548228	874396	0	15	1276837	0	738663	good
10004110	29	14317000	152	671	0	14350479	419	152	14316444	152	688823	59	127819	1546545	864172	0	29	1288480	0	732716	good
10004112	24	15896667	1343	688	-21111	15884558	382	1343	15896667	1343	700509	48	84533	1369361	689131	-931	24	9538	-21111	600881	bad
10004122	30	17320000	505	749	-16621	17305465	520	505	17320000	505	763171	60	83745	1542768	712594	-733	30	10392	-16621	624977	good
10004125	20	13418000	1450	629	0	13418667	268	1450	13436678	1450	644096	40	96021	1424507	849311	0	20	1209301	0	745723	bad
10004150	27	17072000	205	793	0	16971604	461	205	17071478	205	814637	54	95975	1802616	844712	0	27	1536433	0	744197	good
10004169	27	16896000	943	792	0	16933521	145	943	16155788	943	812809	18	127844	738075	349467	0	9	1454021	0	226615	bad
10004172	30	17024000	749	798	0	17023729	505	749	16899911	749	817139	60	96002	1783222	837980	0	30	1520992	0	742305	bad
10004174	25	13596667	1357	589	-12132	13571542	340	1357	13596667	1357	598505	50	85244	1192286	701516	-535	25	8158	-12132	612144	bad
10004185	25	16475010	1347	712	-7937	16455010	412	1347	16475000	1347	725666	50	88371	1477971	717678	-350	25	9885	-7937	625535	bad
10004198	30	16521000	801	774	0	16558042	496	801	16520244	801	794786	60	127753	1831513	886877	0	30	1486822	0	755478	bad
10004250	11	17024000	1141	798	0	17024000	171	1141	16931344	1141	817152	20	128114	818937	384838	0	10	1523821	0	255614	good
10004252	30	10351678	614	447	-21270	10265170	307	614	10351667	614	452694	59	82415	923924	714028	-938	30	6211	-21270	627401	good
10004285	25	17061000	1448	796	0	16981333	426	1448	17075456	1448	815104	50	96000	1809650	848555	0	25	1536791	0	747297	good
10004298	30	17047000	434	797	0	17002667	512	434	17051833	434	816128	60	96066	1813151	850895	0	30	1534665	0	749788	good
10004301	17	13845000	849	649	0	13845333	224	849	13491456	849	664576	33	124393	927141	535726	0	17	1214231	0	418310	good
10004333	20	16811000	1354	788	0	16833833	334	1354	16743811	1354	808024	40	127934	1328655	632278	0	20	1506943	0	503201	good
10004342	30	16875000	1101	791	0	16884875	505	1101	16819856	1101	810474	60	128063	1861082	882290	0	30	1513787	0	753240	good
10004352	15	17027000	603	798	0	17024000	256	603	17036178	603	817152	30	96163	1802608	846940	0	15	1533256	0	745309	bad
10004378	6	15604000	1412	672	0	15603810	93	1412	15633356	1412	688128	12	64131	416849	213713	0	6	1407002	0	143975	bad
10004427	30	12971000	701	608	0	13007562	388	701	12922911	701	624363	60	127787	1429795	881841	0	30	1163062	0	752930	bad
10004466	29	12928000	2017	606	0	12975250	378	2017	12915444	2017	622812	59	127753	1401599	867326	0	29	1162390	0	736448	good
10004476	25	17435011	1405	755	-3878	17434308	436	1405	17435000	1405	768853	50	82758	1510941	693290	-171	25	10461	-3878	606650	good
10004479	30	17024000	829	798	0	17028875	165	829	16516843	829	817386	20	128127	803274	377478	0	10	1486516	0	254071	good
10004487	20	12757000	519	598	0	12757333	254	519	12740733	519	612352	40	128061	1014090	635942	0	20	1146666	0	505359	good
10004488	30	16555000	1528	776	0	16588854	165	1528	16516978	1528	796265	20	127832	795674	384499	0	10	1486528	0	254410	good
10004507	25	17874717	1259	773	-4649	17874717	447	1259	17866667	1259	788275	50	62779	1532381	685831	-205	25	10720	-4649	619627	good
10004514	5	15680000	28	735	0	15680000	78	28	15622967	28	752640	10	128200	509590	259994	0	5	1406067	0	129900	good
10004517	90000	17024000	1407	798	0	17039917	427	1407	17022511	1407	817916	50	95910	1804284	847877	0	25	1532026	0	746859	good
10004522	90000	13355000	1354	626	0	13354667	262	1354	13384644	1354	641024	39	128060	1463946	876942	0	20	1204618	0	740443	good
10004528	30	17024000	230	798	0	17204333	348	230	16997511	230	825808	41	154527	1884141	885404	0	20	1529776	0	724925	good
10004543	29	17024000	815	798	0	17041021	495	815	17018867	815	817969	58	127994	1836592	863060	0	29	1531698	0	731832	bad
10004550	17	17024000	1404	798	0	17049125	283	1404	16990522	1404	818358	33	127927	1173030	551235	0	17	1529147	0	421178	good
10004570	11	15040000	1412	705	0	15040000	166	1412	15024178	1412	721920	22	128081	1643363	874129	0	11	1352176	0	740855	bad
10004577	20	16998000	1718	796	0	16981333	340	1718	17059578	1718	815104	40	96000	1801523	847875	0	20	1535362	0	744124	good
10004588	25	17062000	1410	796	0	16981333	426	1410	17072267	1410	815104	50	96000	1811762	849495	0	25	1536504	0	748426	good
10004610	25	13036667	116	563	-4150	12975805	326	116	13036667	116	572233	50	85553	1145951	703217	-183	25	7822	-4150	613765	good
10004628	30	17951678	343	776	-9184	17939841	539	343	17951667	343	791147	60	86913	1532253	682834	-405	30	10771	-9184	592100	good
10004652	30	17024000	1421	798	0	17024000	508	1421	17011756	1421	817152	60	256026	2132893	1002299	0	30	1531058	0	742469	good
10004661	60	17065000	1402	796	0	16991688	341	1402	17064533	1402	815601	40	95941	1824179	855167	0	20	1535808	0	754586	good
10004691	24	17024000	326	798	0	17024000	134	326	16847000	326	817152	16	128018	708907	333132	0	8	1516230	0	204746	bad
10004699	30	17063000	21	795	0	16975958	516	21	17063022	21	814846	60	95909	1824066	855214	0	30	1535672	0	754721	bad
10004713	11	15761000	720	737	0	15722667	175	720	15780244	720	754688	22	128123	1737879	882116	0	11	1420222	0	747693	good
10004720	20	16512000	1006	774	0	16516375	330	1006	16499856	1006	792786	40	128001	1302863	631232	0	20	1484987	0	500411	bad
10004741	30	17063000	659	795	0	17011875	516	659	17063156	659	816570	60	95707	1823634	855012	0	30	1535684	0	754512	good
10004785	30	17585011	609	760	-6757	17524308	528	609	17585000	609	772822	60	82532	1549434	704888	-298	30	10551	-6757	618544	good
10004789	60	15488000	1425	726	0	15488000	460	1425	15510500	1425	743424	59	128000	1699790	877990	0	30	1395945	0	743048	bad
10004797	29	16875000	127	791	0	16895708	491	127	16844822	127	810994	58	127974	1821397	863477	0	29	1516034	0	733430	bad
10004810	30	17064000	902	795	0	16975167	516	902	17063311	902	814808	60	95914	1825938	856042	0	30	1535698	0	755586	good
10004849	60	13525000	1409	634	0	13525333	270	1409	13533544	1409	649216	40	96000	1426531	843789	0	20	1218019	0	740919	good
10004888	25	17875011	1534	774	-4694	17805011	447	1534	17875000	1534	785201	50	86021	1579977	707122	-207	25	10725	-4694	617223	bad
10004894	30	17066000	445	798	0	17024000	513	445	17090889	445	817152	60	256058	2149634	1007680	0	30	1538180	0	746480	bad
10004895	90000	17024000	1628	798	0	17024000	337	1628	17028211	1628	817152	40	128095	1887382	886927	0	20	1532539	0	753370	bad
10004914	25	17395011	300	750	-11837	17353492	435	300	17395000	300	765289	50	79101	1551167	713384	-522	25	10437	-11837	630754	good
10004925	90000	15680000	1409	735	0	15680000	359	1409	15689689	1409	752640	46	128000	1720842	877980	0	23	1412072	0	743730	good
10004928	10	17024000	1018	798	0	17024000	169	1018	16970133	1018	817152	20	128179	817492	384159	0	10	1527312	0	254224	good
10004948	25	16835011	1411	728	-9070	16825374	421	1411	16835000	1411	741999	50	83249	1260875	599168	-400	25	10101	-9070	512126	good
10004950	30	17951678	515	776	-4376	17874966	539	515	17951667	515	788286	60	82112	1550266	690861	-193	30	10771	-4376	604947	bad
10004951	14	14315000	1525	671	0	14322312	203	1525	14244056	1525	687471	29	128130	875425	489235	0	14	1281965	0	360124	bad
10004972	25	16300000	1215	763	0	16301103	410	1215	16299889	1215	782453	50	95860	1763485	865514	0	25	1466990	0	764283	good
10004978	25	15552000	1414	729	0	15580521	386	1414	15459711	1414	747865	50	128015	1464787	753491	0	25	1391374	0	625720	good
10005043	29	17024000	1426	798	0	17024000	495	1426	16978778	1426	817152	58	128199	1836316	862930	0	29	1528090	0	733473	bad
10005050	25	17155011	1000	742	-3039	17133288	429	1000	17155000	1000	755578	50	85582	1499763	699393	-134	25	10293	-3039	609994	good
10005082	30	16920000	900	732	-12268	16891837	508	900	16920000	900	744930	60	82539	1451235	686163	-541	30	10152	-12268	599711	good
10005087	24	16951678	16	732	0	16936417	407	16	16951667	16	746896	48	65130	1441512	680292	400	24	10171	9070	611690	bad
10005094	10	13632000	1415	639	0	13632000	135	1415	13609200	1415	654336	20	128228	655539	384705	0	10	1224828	0	254145	good
10005128	30	13824000	923	648	0	13880979	414	923	13788944	923	666287	60	127702	1526607	883453	0	30	1241005	0	753636	bad
10005145	20	16373999	539	763	0	16277332	326	539	16377111	539	781312	40	128045	1803510	881157	0	20	1473940	0	748181	good
10005154	30	17037000	851	791	0	16891500	502	851	17037433	851	810792	59	96214	1814863	852198	0	29	1533369	0	746528	good
10005157	30	16614999	823	775	0	16533332	502	823	16631400	823	793600	60	96373	1780889	857484	0	30	1496826	0	755572	good
10005159	60	13675000	1140	641	0	13674667	273	1140	13673578	1140	656384	40	128000	1505285	880605	0	20	1230622	0	746118	good
10005172	8	14592000	1452	684	0	14646833	114	1452	13689722	1452	703048	17	127786	601426	329729	0	8	1232075	0	211761	bad
10005173	30	13062000	546	611	0	13067292	395	546	13061856	546	627230	60	127804	1454047	890550	0	30	1175567	0	755827	good
10005181	24	13568000	1010	212	0	13568000	317	1010	13320878	1010	217088	48	96000	1616259	952982	0	24	1198879	0	866384	good
10005224	25	17946667	857	776	-15011	17933991	449	857	17946667	857	790889	50	64340	1515245	675443	-662	25	10768	-15011	607405	good
10005237	120	17024000	1507	798	0	17023937	159	1507	16602811	1507	817149	19	96223	1764964	829400	0	10	1494253	0	736190	bad
10005243	25	15435011	1418	667	-13469	15404580	386	1418	15435000	1418	679342	50	84611	1380298	715411	-594	25	9261	-13469	626998	good
10005244	30	14251000	1419	668	0	14250667	142	1419	14251678	1419	684032	20	128135	684496	384251	0	10	1282651	0	253490	bad
10005246	9	13696000	829	642	0	13695937	117	829	13382989	829	657405	17	96267	1383700	808235	0	9	1204469	0	722153	good
10005267	17	17024000	1436	798	0	17051729	283	1436	16990400	1436	818483	33	127903	1175476	552385	0	17	1529136	0	422365	good
10005272	30	17985011	2309	777	-12494	17959728	540	2309	17985000	2309	792024	60	83394	1569001	697914	-551	30	10791	-12494	610763	good
10005279	25	17956667	1420	775	0	17936372	449	1420	17956667	1420	790994	50	85463	1581527	704597	466	25	10774	10567	615560	bad
10005283	30	17933583	801	775	0	17933583	537	801	17918333	801	790871	60	83637	1584177	706686	343	30	10751	7778	619794	good
10005301	30	17061000	1050	796	0	16993958	512	1050	17060978	1050	815710	60	95928	1819249	853056	0	30	1535488	0	752432	bad
10005317	30	13624000	249	634	0	13613979	412	249	13624067	249	653471	60	95624	1448763	850712	0	30	1226166	0	748801	good
10005425	24	13261000	1425	620	0	13233479	318	1425	13260900	1425	635207	48	95950	1400796	845062	0	24	1193481	0	742715	bad
10005438	90000	17024000	247	798	0	17024000	249	247	17021756	247	817152	29	96193	1792623	842398	0	15	1531958	0	741218	good
10005448	30	12830000	515	598	0	12844771	388	515	12830300	515	616549	60	95626	1372020	855507	0	30	1154727	0	753007	good
10005461	30	12587000	1440	590	0	12609958	382	1440	12576656	1440	605278	61	128117	1408121	894968	0	30	1131899	0	763785	good
10005470	17	17055000	1426	798	0	17024000	284	1426	17086700	1426	817152	33	256024	1447125	678803	0	17	1537803	0	418969	good
10005471	30	12992000	419	609	0	13018646	387	419	12926356	419	624895	60	127905	1427500	879002	0	30	1163372	0	751101	bad
10005475	25	17951837	1430	775	0	17951837	448	1430	17916667	1430	791676	50	83477	1570163	699722	1148	25	10750	26032	613857	good
10005492	30	17055000	301	792	0	16904104	511	301	17055333	301	811397	60	96251	1821209	854275	0	30	1534980	0	753729	good
10005538	25	16043000	1431	752	0	16058646	400	1431	16041211	1431	770815	50	96267	1705181	850305	0	25	1443709	0	748632	good
10005565	29	16491000	1431	773	0	16490666	234	1431	16462178	1431	791552	28	96000	1746467	847234	0	14	1481596	0	747293	bad
10005575	30	17024000	829	798	0	17024000	168	829	17068300	829	817152	20	128065	1865007	876413	0	10	1536147	0	741143	good
10005585	25	17915011	1434	773	-18776	17837370	448	1434	17915000	1434	786628	50	89383	1589312	709711	-828	25	10749	-18776	616756	good
10005603	30	16987000	813	795	0	16960000	510	813	16994122	813	814080	60	96098	1792776	844304	0	30	1529471	0	742894	good
10005611	30	16896000	103	792	0	16896000	497	103	16863089	103	811008	59	96000	1790130	847599	0	29	1517678	0	747875	good
10005616	25	17955011	1435	775	-2766	17923039	449	1435	17955000	1435	790406	50	88432	1590000	708437	-122	25	10773	-2766	616405	good
10005647	25	13110000	1444	566	0	13087324	328	1444	13110000	1444	577151	50	62506	1138062	694469	639	25	7866	14490	628105	good
10005656	30	17220000	1427	745	-12971	17201134	517	1427	17220000	1427	758570	60	81560	1516164	704373	-572	30	10332	-12971	618897	good
10005673	15	17024000	257	798	0	17024000	253	257	16880867	257	817152	30	128122	1079764	507407	0	15	1519278	0	379548	bad
10005697	25	14116667	2342	611	-771	14093741	353	2342	14116667	2342	621534	50	85699	1257477	712619	-34	25	8470	-771	622897	good
10005720	24	18010000	1436	779	-19705	17998980	433	1436	18010000	1436	793755	48	62892	1496787	664869	-869	24	10806	-19705	598389	bad
10005736	25	17915011	811	775	-3923	17875420	448	811	17915000	811	788306	50	84307	1559751	696511	-173	25	10749	-3923	608419	bad
10005750	30	13653000	1223	640	0	13653333	404	1223	13536422	1223	655360	60	128226	1496753	877025	0	30	1218278	0	751685	bad
10005751	24	13651678	1449	592	-2154	13651179	328	1449	13651667	1449	602017	48	62927	1187465	695864	-95	24	8191	-2154	629015	bad
10005755	30	12715000	1441	596	0	12733708	127	1441	12713067	1441	611218	20	127943	622083	391401	0	10	1144176	0	260561	good
10005783	30	17048000	1439	797	0	17032104	509	1439	17047556	1439	817541	60	255602	2144074	1006135	0	30	1534280	0	745862	bad
10005785	10	17024000	1436	798	0	17068583	170	1436	17007567	1436	819292	20	127779	818126	384457	0	10	1530681	0	254126	bad
10005788	90000	17024000	1440	798	0	17024000	154	1440	16863922	1440	817152	18	128040	869776	408729	0	9	1517753	0	278518	bad
10005796	90000	17024000	1448	798	0	17101125	207	1448	16493566	1448	820854	25	95720	1751343	822999	0	13	1484421	0	744973	good
10005824	25	13916667	1437	602	0	13914717	348	1437	13916667	1437	613639	50	84445	1216885	699526	263	25	8350	5964	611110	good
10005850	60	15979000	1437	749	0	16021542	319	1437	15963667	1437	769034	40	95976	1707429	854836	0	20	1436730	0	753912	bad
10005855	30	17024000	2338	798	0	17028396	186	2338	16956856	2338	817363	22	128017	869737	408710	0	11	1526117	0	279236	bad
10005901	60	17024000	1115	798	0	17051562	340	1115	17020522	1115	818475	40	127978	1351397	635054	0	20	1531847	0	504015	good
10005905	17	17024000	1443	798	0	17023979	280	1443	17024467	1443	817151	33	256000	2116255	994480	0	16	1532202	0	735185	good
10005928	30	16820000	714	728	-21293	16789932	505	714	16820000	714	740436	60	86627	1507300	716908	-939	30	10092	-21293	626304	good
10005954	30	17024000	530	798	0	17036458	510	530	16992211	530	817750	60	127984	1874530	880888	0	30	1529299	0	750775	good
10005975	14	17024000	427	798	0	17023937	234	427	16699033	427	817149	28	96185	1754780	824614	0	14	1502913	0	737422	good
10005978	25	17835011	1452	771	-19229	17744036	446	1452	17835000	1452	782512	50	88396	1625235	729008	-848	25	10701	-19229	636862	good
10005982	30	17819592	109	771	-13333	17819592	535	109	17818333	109	785844	60	85689	1595872	716457	-588	30	10691	-13333	626903	good
10005997	17	17066000	1449	795	0	16960000	284	1449	17078744	1449	814080	33	96331	1111547	521058	0	17	1537087	0	419883	good
10006030	25	17435011	814	753	-975	17413968	436	814	17435000	814	767956	50	75354	1544721	708790	-43	25	10461	-975	629799	good
10006037	25	14557000	1454	682	0	14549333	363	1454	14571800	1454	698368	50	96416	1553832	853929	0	25	1311462	0	750855	good
10006039	25	17915011	1444	775	-21361	17904422	448	1444	17915000	1444	789585	50	86063	1580920	705964	-942	25	10749	-21361	616108	good
10006040	14	16981000	1449	796	0	16981333	238	1449	17047611	1449	815104	28	128000	1852782	872872	0	14	1534285	0	736633	good
10006051	90000	15147000	1450	710	0	15146667	259	1450	15045367	1450	727040	34	128177	1063940	561927	0	17	1354083	0	433712	good
10006074	30	14254000	704	667	0	14259396	428	704	14253944	704	684451	60	127896	1583121	888520	0	30	1282855	0	757120	good
10006097	25	13636667	1448	589	-13333	13597324	341	1448	13636667	1448	599642	50	85863	1192186	699400	-588	25	8182	-13333	609652	good
10006098	20	16998000	1449	796	0	16981333	340	1449	17005900	1449	815104	40	96000	1792206	843490	0	20	1530531	0	742090	good
10006116	30	17041000	735	795	0	16961542	515	735	17040589	735	814154	60	96304	1835981	861912	0	30	1533653	0	760939	good
10006144	30	14251000	315	668	0	14250604	420	315	14109422	315	684029	60	156001	1606045	901576	0	30	1269848	0	746492	good
10006172	30	17024000	648	798	0	17024000	506	648	16977622	648	817152	60	156000	1924071	904168	0	30	1527986	0	744753	bad
10006208	25	17355011	1505	750	-14195	17307868	434	1505	17355000	1505	763277	50	83388	1576466	726690	-626	25	10413	-14195	639586	good
